TIMESTAMP,power_pred,power_medfilt_pred,power_ewm_7_pred,power_ewm_3_pred,power
2023-07-18 03:00:00,248.08922,245.0978,250.60083,246.07214,260.628
2023-07-18 03:15:00,250.92116,249.94438,248.56685,246.77144,260.663
2023-07-18 03:30:00,247.7594,250.65076,247.91812,246.36293,260.144
2023-07-18 03:45:00,251.01256,249.85373,249.98746,245.72911,260.185
2023-07-18 04:00:00,252.41376,252.02512,248.74657,247.66818,260.372
2023-07-18 04:15:00,252.97974,252.79106,251.06569,250.90556,260.58
2023-07-18 04:30:00,251.83096,253.635,252.43251,253.13266,260.246
2023-07-18 04:45:00,256.70917,255.02495,254.14075,251.37444,254.439
2023-07-18 05:00:00,252.44345,254.83379,252.36713,255.05106,257.788
2023-07-18 05:15:00,257.30798,258.13104,252.54716,255.5347,258.111
2023-07-18 05:30:00,254.99442,259.4125,255.83096,252.41481,257.577
2023-07-18 05:45:00,252.32619,255.1487,258.82996,253.52116,257.469
