TIMESTAMP,power_pred,power_medfilt_pred,power_ewm_7_pred,power_ewm_3_pred,power
2024-07-04 06:00:00,6.191495,4.1981106,5.550638,0.0,7.89347
2024-07-04 06:15:00,9.590804,6.3335953,5.074557,6.693692,5.90681
2024-07-04 06:30:00,7.8204546,10.228575,6.592703,7.692508,3.50046
2024-07-04 06:45:00,9.975189,6.2095776,7.8298626,6.4194894,1.69128
2024-07-04 07:00:00,14.0456,6.6487823,9.038552,11.620221,0.980568
2024-07-04 07:15:00,13.95113,11.209801,12.158256,9.948751,2.33454
2024-07-04 07:30:00,9.061552,11.107698,13.579787,4.9105983,6.40904
2024-07-04 07:45:00,12.541398,11.739586,9.810716,10.507128,12.9344
2024-07-04 08:00:00,14.923076,15.804012,13.607385,8.203673,12.6042
2024-07-04 08:15:00,17.325785,18.955462,18.865643,9.150288,13.0141
2024-07-04 08:30:00,16.47947,17.801086,14.822302,13.080508,10.1202
2024-07-04 08:45:00,20.412912,17.92525,18.179838,17.008512,6.98543
2024-07-04 09:00:00,22.843811,17.983013,20.357162,20.722256,4.66822
2024-07-04 09:15:00,19.741676,17.926292,21.00059,19.503365,2.90667
2024-07-04 09:30:00,23.992214,22.66869,23.791996,22.524593,4.25504
2024-07-04 09:45:00,27.717243,25.067766,21.328993,23.126038,2.40846
2024-07-04 10:00:00,36.717934,32.85427,34.46525,36.94226,0.188674
2024-07-04 10:15:00,32.273735,31.047283,34.428856,34.719746,0.001038
2024-07-04 10:30:00,36.213036,35.41586,34.184387,37.04388,0.068758
2024-07-04 10:45:00,34.846367,33.939194,34.23127,34.917126,0.38035
2024-07-04 11:00:00,34.90886,34.317284,32.189938,36.835793,0.142585
2024-07-04 11:15:00,33.000984,35.38337,32.15212,32.9562,0.513756
2024-07-04 11:30:00,32.358833,31.234987,34.029568,33.3439,1.07899
2024-07-04 11:45:00,29.92132,31.224817,28.118591,32.158527,0.877346
2024-07-04 12:00:00,32.19923,35.888657,31.012514,29.177574,0.30509
2024-07-04 12:15:00,31.122032,31.89604,33.847576,30.28358,0.041679
2024-07-04 12:30:00,32.537624,31.498802,32.463478,28.80385,0.0
2024-07-04 12:45:00,29.079449,31.7647,32.666134,35.886585,0.0
2024-07-04 13:00:00,32.467117,32.607285,31.849592,33.787586,1.32432
2024-07-04 13:15:00,27.524178,31.545267,32.795498,32.57089,0.417859
2024-07-04 13:30:00,36.531517,30.342083,30.348286,36.214046,2.43928
2024-07-04 13:45:00,36.75479,32.3976,34.117496,32.835545,4.16268
2024-07-04 14:00:00,23.086267,23.23502,24.158695,26.746208,1.18679
2024-07-04 14:15:00,20.93137,20.842346,24.490751,23.59789,0.103839
2024-07-04 14:30:00,23.333395,24.237398,22.370506,24.240705,0.0
2024-07-04 14:45:00,21.92041,21.079504,22.425955,25.57228,0.0
2024-07-04 15:00:00,18.70405,21.745111,18.919958,25.451014,0.0
2024-07-04 15:15:00,21.152657,18.549257,18.270771,22.390934,0.0
2024-07-04 15:30:00,19.281296,19.200747,19.258945,20.40704,
2024-07-04 15:45:00,16.045654,19.172222,17.097565,18.86069,
2024-07-04 16:00:00,16.263294,20.224936,17.182428,17.889961,
2024-07-04 16:15:00,16.353476,14.342574,16.66139,18.174292,
2024-07-04 16:30:00,16.310772,16.495892,16.714561,16.684555,
2024-07-04 16:45:00,15.917701,16.333591,17.680412,17.897776,
2024-07-04 17:00:00,14.906018,17.589966,14.680851,17.073023,
2024-07-04 17:15:00,12.771903,14.56369,18.16873,14.764237,
2024-07-04 17:30:00,18.329266,14.008973,16.68866,19.81132,
2024-07-04 17:45:00,16.857592,15.298056,17.463306,16.044477,
2024-07-04 18:00:00,26.896397,27.682997,27.462336,30.04906,
2024-07-04 18:15:00,24.727755,23.985449,27.546072,27.590048,
2024-07-04 18:30:00,26.279554,27.250542,25.474861,27.64156,
2024-07-04 18:45:00,24.634108,24.799294,25.886227,28.74524,
2024-07-04 19:00:00,23.126768,24.062141,21.254814,28.946743,
2024-07-04 19:15:00,24.57712,21.763575,21.81084,26.569632,
2024-07-04 19:30:00,22.390694,21.79909,23.743616,24.666523,
2024-07-04 19:45:00,20.164688,22.11361,20.438335,22.668085,
2024-07-04 20:00:00,20.043537,23.424784,20.779974,22.176607,
2024-07-04 20:15:00,19.627428,19.086245,20.054653,21.964727,
2024-07-04 20:30:00,19.963453,20.005219,20.332071,20.37625,
2024-07-04 20:45:00,19.76382,18.939281,21.151852,21.625319,
2024-07-04 21:00:00,19.32174,20.79622,17.538054,20.788935,
2024-07-04 21:15:00,16.856863,18.093328,21.393618,18.431364,
2024-07-04 21:30:00,21.653887,17.770933,20.839458,23.561535,
2024-07-04 21:45:00,20.991114,19.53213,20.430613,20.14429,
2024-07-04 22:00:00,19.390781,19.783121,20.82025,22.214077,
2024-07-04 22:15:00,18.184835,17.750036,20.017534,20.406063,
2024-07-04 22:30:00,18.871807,20.48399,18.216038,20.83004,
2024-07-04 22:45:00,17.697462,17.405155,18.482147,22.124756,
2024-07-04 23:00:00,15.480664,16.008629,14.960748,21.444149,
2024-07-04 23:15:00,17.206856,14.071752,13.971115,18.54053,
2024-07-04 23:30:00,14.994576,14.805268,16.166676,16.496075,
2024-07-04 23:45:00,12.890372,14.461649,13.218032,14.651898,
2024-07-05 00:00:00,12.18518,15.07866,13.209564,13.701832,
2024-07-05 00:15:00,11.85405,10.202201,12.294133,13.657262,
2024-07-05 00:30:00,12.028403,11.563015,12.377494,12.491118,
2024-07-05 00:45:00,11.976541,10.924598,12.388603,13.155401,
